command category,command name,command setting,Command,command remarks,Command Class,Module Command Index,SubCmd,reserved,Para1[0],Para1[1],Para1[2],Para1[3],Para2[0],Para2[1],Para2[2],Para2[3],Len[0],Len[1],"Reserved, write a fixed value of 0x0000","Reserved, write a fixed value of 0x0000",CRC check result of instruction data part,CRC check result of instruction data part,Instruction data part (merged)
Image adjustment related instructions,False Color,Settings-Medical,False Color [Settings-Medical],,0x10,0x03,0x45,0x00,0x00,0x09,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x93,0x17,10 03 45 00 00 09 00 00 00 00 00 00 00 00 00 00 93 17
Image adjustment related instructions,False Color,Settings - Black_Hot,False Color [Settings - Black_Hot],,0x10,0x03,0x45,0x00,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x69,0x6F,10 03 45 00 00 0A 00 00 00 00 00 00 00 00 00 00 69 6F
Image adjustment related instructions,False Color,Setting-Golden Red Glory_Hot,False Color [Setting-Golden Red Glory_Hot],,0x10,0x03,0x45,0x00,0x00,0x0B,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x20,0xB7,10 03 45 00 00 0B 00 00 00 00 00 00 00 00 00 00 20 B7
Image adjustment related instructions,False Color,Get,False Color [Get],,0x10,0x03,0x85,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x21,0x67,10 03 85 00 00 00 00 00 00 00 00 00 01 00 00 00 21 67
Image adjustment related instructions,Detail Enhancement,Setting - 0,Detail Enhancement [Setting - 0],,0x10,0x04,0x45,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xC3,0x15,10 04 45 00 00 00 00 00 00 00 00 00 00 00 00 00 C3 15
Image adjustment related instructions,Detail Enhancement,Settings - 10 levels,Detail Enhancement [Settings - 10 levels],,0x10,0x04,0x45,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x81,0x08,10 04 45 00 0A 00 00 00 00 00 00 00 00 00 00 00 81 08
Image adjustment related instructions,Detail Enhancement,Settings - 20 levels,Detail Enhancement [Settings - 20 levels],,0x10,0x04,0x45,0x00,0x14,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x47,0x2F,10 04 45 00 14 00 00 00 00 00 00 00 00 00 00 00 47 2F
Image adjustment related instructions,Detail Enhancement,Setting - 30 levels,Detail Enhancement [Setting - 30 levels],,0x10,0x04,0x45,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x05,0x32,10 04 45 00 1E 00 00 00 00 00 00 00 00 00 00 00 05 32
Image adjustment related instructions,Detail Enhancement,Settings - 40 levels,Detail Enhancement [Settings - 40 levels],,0x10,0x04,0x45,0x00,0x28,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xCB,0x60,10 04 45 00 28 00 00 00 00 00 00 00 00 00 00 00 CB 60
Image adjustment related instructions,Detail Enhancement,Setting - 50 levels,Detail Enhancement [Setting - 50 levels],,0x10,0x04,0x45,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD9,0x4A,10 04 45 00 32 00 00 00 00 00 00 00 00 00 00 00 D9 4A
Image adjustment related instructions,Detail Enhancement,Setting - 60 levels,Detail Enhancement [Setting - 60 levels],,0x10,0x04,0x45,0x00,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x4F,0x5A,10 04 45 00 3C 00 00 00 00 00 00 00 00 00 00 00 4F 5A
Image adjustment related instructions,Detail Enhancement,Setting - 70 levels,Detail Enhancement [Setting - 70 levels],,0x10,0x04,0x45,0x00,0x46,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xBD,0xC3,10 04 45 00 46 00 00 00 00 00 00 00 00 00 00 00 BD C3
Image adjustment related instructions,Detail Enhancement,Setting - 80,Detail Enhancement [Setting - 80],,0x10,0x04,0x45,0x00,0x50,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD3,0xFF,10 04 45 00 50 00 00 00 00 00 00 00 00 00 00 00 D3 FF
Image adjustment related instructions,Detail Enhancement,Setting - 90 gears,Detail Enhancement [Setting - 90 gears],,0x10,0x04,0x45,0x00,0x5A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x91,0xE2,10 04 45 00 5A 00 00 00 00 00 00 00 00 00 00 00 91 E2
Image adjustment related instructions,Detail Enhancement,Setting -100,Detail Enhancement [Setting -100],,0x10,0x04,0x45,0x00,0x64,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xF7,0xAB,10 04 45 00 64 00 00 00 00 00 00 00 00 00 00 00 F7 AB
Image adjustment related instructions,Detail Enhancement,Get,Detail Enhancement [Get],,0x10,0x04,0x85,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xC3,0x1C,10 04 85 00 01 00 00 00 00 00 00 00 01 00 00 00 C3 1C
Image adjustment related instructions,brightness,Setting - 0,brightness [Setting - 0],,0x10,0x04,0x47,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0xE3,10 04 47 00 00 00 00 00 00 00 00 00 00 00 00 00 01 E3
Image adjustment related instructions,brightness,Settings - 10 levels,brightness [Settings - 10 levels],,0x10,0x04,0x47,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x43,0xFE,10 04 47 00 0A 00 00 00 00 00 00 00 00 00 00 00 43 FE
Image adjustment related instructions,brightness,Settings - 20 levels,brightness [Settings - 20 levels],,0x10,0x04,0x47,0x00,0x14,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x85,0xD9,10 04 47 00 14 00 00 00 00 00 00 00 00 00 00 00 85 D9
Image adjustment related instructions,brightness,Setting - 30 levels,brightness [Setting - 30 levels],,0x10,0x04,0x47,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xC7,0xC4,10 04 47 00 1E 00 00 00 00 00 00 00 00 00 00 00 C7 C4
Image adjustment related instructions,brightness,Settings - 40 levels,brightness [Settings - 40 levels],,0x10,0x04,0x47,0x00,0x28,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x09,0x96,10 04 47 00 28 00 00 00 00 00 00 00 00 00 00 00 09 96
Image adjustment related instructions,brightness,Setting - 50 levels,brightness [Setting - 50 levels],,0x10,0x04,0x47,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x1B,0xBC,10 04 47 00 32 00 00 00 00 00 00 00 00 00 00 00 1B BC
Image adjustment related instructions,brightness,Setting - 60 levels,brightness [Setting - 60 levels],,0x10,0x04,0x47,0x00,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x8D,0xAC,10 04 47 00 3C 00 00 00 00 00 00 00 00 00 00 00 8D AC
Image adjustment related instructions,brightness,Setting - 70 levels,brightness [Setting - 70 levels],,0x10,0x04,0x47,0x00,0x46,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x7F,0x35,10 04 47 00 46 00 00 00 00 00 00 00 00 00 00 00 7F 35
Image adjustment related instructions,brightness,Setting - 80,brightness [Setting - 80],,0x10,0x04,0x47,0x00,0x50,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x11,0x09,10 04 47 00 50 00 00 00 00 00 00 00 00 00 00 00 11 09
Image adjustment related instructions,brightness,Setting - 90 gears,brightness [Setting - 90 gears],,0x10,0x04,0x47,0x00,0x5A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x53,0x14,10 04 47 00 5A 00 00 00 00 00 00 00 00 00 00 00 53 14
Image adjustment related instructions,brightness,Setting -100,brightness [Setting -100],,0x10,0x04,0x47,0x00,0x64,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x35,0x5D,10 04 47 00 64 00 00 00 00 00 00 00 00 00 00 00 35 5D
Image adjustment related instructions,brightness,Get,brightness [Get],,0x10,0x04,0x87,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x01,0xEA,10 04 87 00 01 00 00 00 00 00 00 00 01 00 00 00 01 EA
Image adjustment related instructions,Contrast,Setting - 0,Contrast [Setting - 0],,0x10,0x04,0x4A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xAE,0x8E,10 04 4A 00 00 00 00 00 00 00 00 00 00 00 00 00 AE 8E
Image adjustment related instructions,Contrast,Settings - 10 levels,Contrast [Settings - 10 levels],,0x10,0x04,0x4A,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xEC,0x93,10 04 4A 00 0A 00 00 00 00 00 00 00 00 00 00 00 EC 93
Image adjustment related instructions,Contrast,Settings - 20 levels,Contrast [Settings - 20 levels],,0x10,0x04,0x4A,0x00,0x14,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x2A,0xB4,10 04 4A 00 14 00 00 00 00 00 00 00 00 00 00 00 2A B4
Image adjustment related instructions,Contrast,Setting - 30 levels,Contrast [Setting - 30 levels],,0x10,0x04,0x4A,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x68,0xA9,10 04 4A 00 1E 00 00 00 00 00 00 00 00 00 00 00 68 A9
Image adjustment related instructions,Contrast,Settings - 40 levels,Contrast [Settings - 40 levels],,0x10,0x04,0x4A,0x00,0x28,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xA6,0xFB,10 04 4A 00 28 00 00 00 00 00 00 00 00 00 00 00 A6 FB
Image adjustment related instructions,Contrast,Setting - 50 levels,Contrast [Setting - 50 levels],,0x10,0x04,0x4A,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xB4,0xD1,10 04 4A 00 32 00 00 00 00 00 00 00 00 00 00 00 B4 D1
Image adjustment related instructions,Contrast,Setting - 60 levels,Contrast [Setting - 60 levels],,0x10,0x04,0x4A,0x00,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x22,0xC1,10 04 4A 00 3C 00 00 00 00 00 00 00 00 00 00 00 22 C1
Image adjustment related instructions,Contrast,Setting - 70 levels,Contrast [Setting - 70 levels],,0x10,0x04,0x4A,0x00,0x46,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD0,0x58,10 04 4A 00 46 00 00 00 00 00 00 00 00 00 00 00 D0 58
Image adjustment related instructions,Contrast,Setting - 80,Contrast [Setting - 80],,0x10,0x04,0x4A,0x00,0x50,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xBE,0x64,10 04 4A 00 50 00 00 00 00 00 00 00 00 00 00 00 BE 64
Image adjustment related instructions,Contrast,Setting - 90 gears,Contrast [Setting - 90 gears],,0x10,0x04,0x4A,0x00,0x5A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xFC,0x79,10 04 4A 00 5A 00 00 00 00 00 00 00 00 00 00 00 FC 79
Image adjustment related instructions,Contrast,Setting -100,Contrast [Setting -100],,0x10,0x04,0x4A,0x00,0x64,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9A,0x30,10 04 4A 00 64 00 00 00 00 00 00 00 00 00 00 00 9A 30
Image adjustment related instructions,Contrast,Get,Contrast [Get],,0x10,0x04,0x8A,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xAE,0x87,10 04 8A 00 01 00 00 00 00 00 00 00 01 00 00 00 AE 87
Image adjustment related instructions,Airspace Noise Reduction,Setting - 0,Airspace Noise Reduction [Setting - 0],,0x10,0x04,0x4B,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xCF,0xF5,10 04 4B 00 00 00 00 00 00 00 00 00 00 00 00 00 CF F5
Image adjustment related instructions,Airspace Noise Reduction,Settings - 10 levels,Airspace Noise Reduction [Settings - 10 levels],,0x10,0x04,0x4B,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x8D,0xE8,10 04 4B 00 0A 00 00 00 00 00 00 00 00 00 00 00 8D E8
Image adjustment related instructions,Airspace Noise Reduction,Settings - 20 levels,Airspace Noise Reduction [Settings - 20 levels],,0x10,0x04,0x4B,0x00,0x14,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x4B,0xCF,10 04 4B 00 14 00 00 00 00 00 00 00 00 00 00 00 4B CF
Image adjustment related instructions,Airspace Noise Reduction,Setting - 30 levels,Airspace Noise Reduction [Setting - 30 levels],,0x10,0x04,0x4B,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x09,0xD2,10 04 4B 00 1E 00 00 00 00 00 00 00 00 00 00 00 09 D2
Image adjustment related instructions,Airspace Noise Reduction,Settings - 40 levels,Airspace Noise Reduction [Settings - 40 levels],,0x10,0x04,0x4B,0x00,0x28,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xC7,0x80,10 04 4B 00 28 00 00 00 00 00 00 00 00 00 00 00 C7 80
Image adjustment related instructions,Airspace Noise Reduction,Setting - 50 levels,Airspace Noise Reduction [Setting - 50 levels],,0x10,0x04,0x4B,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD5,0xAA,10 04 4B 00 32 00 00 00 00 00 00 00 00 00 00 00 D5 AA
Image adjustment related instructions,Airspace Noise Reduction,Setting - 60 levels,Airspace Noise Reduction [Setting - 60 levels],,0x10,0x04,0x4B,0x00,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x43,0xBA,10 04 4B 00 3C 00 00 00 00 00 00 00 00 00 00 00 43 BA
Image adjustment related instructions,Airspace Noise Reduction,Setting - 70 levels,Airspace Noise Reduction [Setting - 70 levels],,0x10,0x04,0x4B,0x00,0x46,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xB1,0x23,10 04 4B 00 46 00 00 00 00 00 00 00 00 00 00 00 B1 23
Image adjustment related instructions,Airspace Noise Reduction,Setting - 80,Airspace Noise Reduction [Setting - 80],,0x10,0x04,0x4B,0x00,0x50,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xDF,0x1F,10 04 4B 00 50 00 00 00 00 00 00 00 00 00 00 00 DF 1F
Image adjustment related instructions,Airspace Noise Reduction,Setting - 90 gears,Airspace Noise Reduction [Setting - 90 gears],,0x10,0x04,0x4B,0x00,0x5A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9D,0x02,10 04 4B 00 5A 00 00 00 00 00 00 00 00 00 00 00 9D 02
Image adjustment related instructions,Airspace Noise Reduction,Setting -100,Airspace Noise Reduction [Setting -100],,0x10,0x04,0x4B,0x00,0x64,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xFB,0x4B,10 04 4B 00 64 00 00 00 00 00 00 00 00 00 00 00 FB 4B
Image adjustment related instructions,Airspace Noise Reduction,Get,Airspace Noise Reduction [Get],,0x10,0x04,0x8B,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xCF,0xFC,10 04 8B 00 01 00 00 00 00 00 00 00 01 00 00 00 CF FC
Image adjustment related instructions,Temporal noise reduction,Setting - 0,Temporal noise reduction [Setting - 0],,0x10,0x04,0x4C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xC9,0x85,10 04 4C 00 00 00 00 00 00 00 00 00 00 00 00 00 C9 85
Image adjustment related instructions,Temporal noise reduction,Settings - 10 levels,Temporal noise reduction [Settings - 10 levels],,0x10,0x04,0x4C,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x8B,0x98,10 04 4C 00 0A 00 00 00 00 00 00 00 00 00 00 00 8B 98
Image adjustment related instructions,Temporal noise reduction,Settings - 20 levels,Temporal noise reduction [Settings - 20 levels],,0x10,0x04,0x4C,0x00,0x14,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x4D,0xBF,10 04 4C 00 14 00 00 00 00 00 00 00 00 00 00 00 4D BF
Image adjustment related instructions,Temporal noise reduction,Setting - 30 levels,Temporal noise reduction [Setting - 30 levels],,0x10,0x04,0x4C,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x0F,0xA2,10 04 4C 00 1E 00 00 00 00 00 00 00 00 00 00 00 0F A2
Image adjustment related instructions,Temporal noise reduction,Settings - 40 levels,Temporal noise reduction [Settings - 40 levels],,0x10,0x04,0x4C,0x00,0x28,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xC1,0xF0,10 04 4C 00 28 00 00 00 00 00 00 00 00 00 00 00 C1 F0
Image adjustment related instructions,Temporal noise reduction,Setting - 50 levels,Temporal noise reduction [Setting - 50 levels],,0x10,0x04,0x4C,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD3,0xDA,10 04 4C 00 32 00 00 00 00 00 00 00 00 00 00 00 D3 DA
Image adjustment related instructions,Temporal noise reduction,Setting - 60 levels,Temporal noise reduction [Setting - 60 levels],,0x10,0x04,0x4C,0x00,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x45,0xCA,10 04 4C 00 3C 00 00 00 00 00 00 00 00 00 00 00 45 CA
Image adjustment related instructions,Temporal noise reduction,Setting - 70 levels,Temporal noise reduction [Setting - 70 levels],,0x10,0x04,0x4C,0x00,0x46,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xB7,0x53,10 04 4C 00 46 00 00 00 00 00 00 00 00 00 00 00 B7 53
Image adjustment related instructions,Temporal noise reduction,Setting - 80,Temporal noise reduction [Setting - 80],,0x10,0x04,0x4C,0x00,0x50,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD9,0x6F,10 04 4C 00 50 00 00 00 00 00 00 00 00 00 00 00 D9 6F
Image adjustment related instructions,Temporal noise reduction,Setting - 90 gears,Temporal noise reduction [Setting - 90 gears],,0x10,0x04,0x4C,0x00,0x5A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9B,0x72,10 04 4C 00 5A 00 00 00 00 00 00 00 00 00 00 00 9B 72
Image adjustment related instructions,Temporal noise reduction,Setting -100,Temporal noise reduction [Setting -100],,0x10,0x04,0x4C,0x00,0x64,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xFD,0x3B,10 04 4C 00 64 00 00 00 00 00 00 00 00 00 00 00 FD 3B
Image adjustment related instructions,Temporal noise reduction,Get,Temporal noise reduction [Get],,0x10,0x04,0x8C,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xC9,0x8C,10 04 8C 00 01 00 00 00 00 00 00 00 01 00 00 00 C9 8C
Image adjustment related instructions,Gamma intensity,Setting - 0,Gamma intensity [Setting - 0],,0x10,0x04,0x4D,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xA8,0xFE,10 04 4D 00 00 00 00 00 00 00 00 00 00 00 00 00 A8 FE
Image adjustment related instructions,Gamma intensity,Settings - 10 levels,Gamma intensity [Settings - 10 levels],,0x10,0x04,0x4D,0x00,0x0A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xEA,0xE3,10 04 4D 00 0A 00 00 00 00 00 00 00 00 00 00 00 EA E3
Image adjustment related instructions,Gamma intensity,Settings - 20 levels,Gamma intensity [Settings - 20 levels],,0x10,0x04,0x4D,0x00,0x14,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x2C,0xC4,10 04 4D 00 14 00 00 00 00 00 00 00 00 00 00 00 2C C4
Image adjustment related instructions,Gamma intensity,Setting - 30 levels,Gamma intensity [Setting - 30 levels],,0x10,0x04,0x4D,0x00,0x1E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x6E,0xD9,10 04 4D 00 1E 00 00 00 00 00 00 00 00 00 00 00 6E D9
Image adjustment related instructions,Gamma intensity,Settings - 40 levels,Gamma intensity [Settings - 40 levels],,0x10,0x04,0x4D,0x00,0x28,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xA0,0x8B,10 04 4D 00 28 00 00 00 00 00 00 00 00 00 00 00 A0 8B
Image adjustment related instructions,Gamma intensity,Setting - 50 levels,Gamma intensity [Setting - 50 levels],,0x10,0x04,0x4D,0x00,0x32,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xB2,0xA1,10 04 4D 00 32 00 00 00 00 00 00 00 00 00 00 00 B2 A1
Image adjustment related instructions,Gamma intensity,Setting - 60 levels,Gamma intensity [Setting - 60 levels],,0x10,0x04,0x4D,0x00,0x3C,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x24,0xB1,10 04 4D 00 3C 00 00 00 00 00 00 00 00 00 00 00 24 B1
Image adjustment related instructions,Gamma intensity,Setting - 70 levels,Gamma intensity [Setting - 70 levels],,0x10,0x04,0x4D,0x00,0x46,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xD6,0x28,10 04 4D 00 46 00 00 00 00 00 00 00 00 00 00 00 D6 28
Image adjustment related instructions,Gamma intensity,Setting - 80,Gamma intensity [Setting - 80],,0x10,0x04,0x4D,0x00,0x50,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xB8,0x14,10 04 4D 00 50 00 00 00 00 00 00 00 00 00 00 00 B8 14
Image adjustment related instructions,Gamma intensity,Setting - 90 gears,Gamma intensity [Setting - 90 gears],,0x10,0x04,0x4D,0x00,0x5A,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xFA,0x09,10 04 4D 00 5A 00 00 00 00 00 00 00 00 00 00 00 FA 09
Image adjustment related instructions,Gamma intensity,Setting -100,Gamma intensity [Setting -100],,0x10,0x04,0x4D,0x00,0x64,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x9C,0x40,10 04 4D 00 64 00 00 00 00 00 00 00 00 00 00 00 9C 40
Image adjustment related instructions,Gamma intensity,Get,Gamma intensity [Get],,0x10,0x04,0x8D,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0xA8,0xF7,10 04 8D 00 01 00 00 00 00 00 00 00 01 00 00 00 A8 F7
Image Outline,Hook edge position,Setting - 0,Hook edge position [Setting - 0],,0x10,0x04,0x4E,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x0b,0x73,10 04 4E 00 00 00 00 00 00 00 00 00 00 00 00 00 0b 73
Image Outline,Hook edge position,Setting - 1st gear,Hook edge position [Setting - 1st gear],,0x10,0x04,0x4E,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x7e,0x70,10 04 4E 00 01 00 00 00 00 00 00 00 00 00 00 00 7e 70
Image Outline,Hook edge position,Setting - 2 levels,Hook edge position [Setting - 2 levels],,0x10,0x04,0x4E,0x00,0x02,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0xe1,0x75,10 04 4E 00 02 00 00 00 00 00 00 00 00 00 00 00 e1 75
Image Outline,Hook edge position,Get,Hook edge position [Get],,0x10,0x04,0x8E,0x00,0x01,0x00,0x00,0x00,0x00,0x00,0x00,0x00,0x01,0x00,0x00,0x00,0x7e,0x79,10 04 8E 00 01 00 00 00 00 00 00 00 01 00 00 00 7e 79
